file,main_full,discipline,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep.x,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,X129,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,ipv_act,tpv_act,tpv_mental,tpv_mental_1,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,X180,dim_1,dim_2,dim_3,dim_4,dim_5,tt_ratio,word_length,word_count,genitive_of,genitive_s,atrb,premod,subordinator,common_vcc,ncommon_vcc,wh_vcc,to_vcc,ing_vcc,advl,post_nom,NCC,NFNCC,jcmp_that,jcmp_to,it_extra,it_to
0421a,to argue,LS,7.1,0.4,2,78.6,0,0,2,0.4,0,5.1,2.4,0,0,0,0,2.8,0,6.7,2.4,0.4,0,355.2,130.8,74.7,11.9,14.6,7.5,2,0.4,2.4,0.8,2.8,0,1.6,2.4,26.1,13.4,4,2.8,1.2,3.2,2.8,8.7,11.1,2,2.8,0.8,9.1,1.6,3.2,13.8,7.1,15.8,0.4,3.6,98,14.6,2,113.4,7.9,2,0,0.4,0.4,0,5.1,13,6.7,4.7,1.6,0,8.7,4.3,6.7,0.4,5.1,27.3,45.4,6.3,330.3,20.9,51.8,0,0.4,0.8,3.6,1.6,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.2,3.2,1.6,0,0,0,0,0,0,0,0.4,1.2,0.4,4.3,0.8,0,0.4,0,0.4,0,1.6,0.4,0,0.8,0,0,8.3,0,0,8.3,7.1,0.8,9.5,1.2,0,0.8,0,0,0,0,0,24.9,32,5.9,20.5,2.4,0.8,13,0.8,0,5.1,0.4,0,1.2,3.6,2,16.6,4,13.4,9.1,4.3,8.3,0.8,0,-22.77,-2.88,1.5,-1.62,5.89,33,5.4,2531,32.79,5.93,67.96,41.09,1.19,0.4,8.69,0.4,5.93,0.4,12.64,4.35,0,1.58,0,1.98,0,0.4
0434a,to give a procedural recount,LS,2.2,0.4,0.4,66.5,0,0,2.9,0.7,0.4,4.7,0,0,0,1.4,0,0.4,0,6.5,6.5,0,0,428.9,144.8,57.5,9.3,1.8,3.2,4,0.7,5.7,0.4,1.1,0,1.8,2.9,26.9,5.7,0,1.4,0.4,0,5,2.9,11.9,6.8,2.2,6.5,0.7,3.6,2.9,6.5,14.4,20.8,0,6.8,79.7,2.2,1.1,98.1,4,1.4,0,0,0,0,6.8,3.2,9.3,12.2,1.4,0,2.5,3.6,1.1,0.4,0.4,21.2,52.4,0.4,366.4,61.8,82.6,0,0,0,0.4,3.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.4,1.1,0,0,0,0,0,0,0.4,0,0,0,0,1.1,0,0,0,0,0,0,1.8,0.7,0,0,0.7,0,2.2,0,0.4,2.5,1.1,0,2.9,1.4,0,1.8,0,0,0,0,0,4.3,20.5,3.2,27.3,7.9,23,4,4.7,0,1.4,0.7,0,0.4,4.7,0,16.9,5.4,4.7,11.1,1.4,10.8,0.7,0,-25.2,-3.99,2.11,-3.97,5.91,34,5.4,2784,23.35,0,56.39,69.68,0.72,0.36,0.36,0,1.44,0,11.85,6.47,0.36,1.8,0,2.16,0,0
3001b,to explain,AH,9.5,2.7,3,75.8,3.7,0.3,1.7,1,17.3,7.4,0.3,3,0,0,0,0.7,0.3,5.1,3.7,0,0.7,349.6,128.6,56.5,13.9,45.3,3.7,3,1,2.7,0.7,3.4,0,2.7,1,28.1,10.5,1.4,0.3,2.4,1.4,1.4,7.4,8.8,3.4,1.7,3,4.7,2.7,7.4,7.8,15.6,13.9,0.3,4.4,81.9,66.3,0.3,109,5.4,5.8,0,0,0,0,9.1,2.4,5.4,6.8,0.7,0.3,7.8,2.4,5.4,1,4.4,18.3,58.5,0.7,256.9,87,19.3,0,0,0,1.7,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.7,1.4,3,0,0,0.3,0,0.3,0.3,0,0.3,0.3,0,2.7,1,0,0,0,0,0,2,0.3,0,1,2,0,8.5,0.3,0.7,9.5,4.4,0,6.4,3.4,0,0.7,0,0,0,0,0,11.5,8.8,8.8,37.9,12.2,1.7,3.7,6.4,0.3,0.7,3.4,0.3,0,1,11.8,13.5,9.8,10.5,4.1,2.7,6.4,0.3,0,-17.32,-1.98,2.13,-3.91,5.51,35.3,5,2955,25.72,8.46,53.81,14.21,4.4,2.37,2.37,0,4.06,0,11.84,4.06,0.68,1.35,0.34,3.38,0.34,0.34
3001h,to argue,SS,4.9,2,0.5,72.6,0,0.5,2.5,1,4.4,9.8,0,2.5,0,0,0,1,0,5.4,3.9,0,1,356.5,123.1,65.7,16.2,10.8,7.4,2.9,1.5,2.5,0.5,2,0,1.5,3.9,31.4,10.8,2,2,0,1.5,2.9,11.8,12.8,1,2.9,3.4,2.9,2.5,2.9,8.8,11.8,16.7,0,4.4,96.1,15.2,0.5,108.9,4.4,5.9,0,0,0,0,5.4,2.5,4.4,2,1,1,9.3,2.5,4.9,0,3.4,24.5,57.9,2,308.5,48.6,52.5,1.5,0,0,2,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.9,0,0.5,0,0.5,0,0,1.5,0,0,0.5,1.5,1.5,0,0,0,0,0,2.5,2,0,1.5,0.5,0,5.9,0.5,2,8.3,3.4,0,5.9,3.9,0,0,0,0,0,0,0,12.3,14.7,6.4,11.8,8.8,2,4.9,11.3,2.5,1.5,1,0,0.5,2,15.7,14.7,6.4,7.8,4.9,9.8,8.8,0,0,-20.41,-2.76,0.88,-3.63,7.37,31.5,5.4,2039,20.6,4.41,64.25,40.71,2.94,0,2.94,0,2.94,0,17.17,7.85,1.96,1.96,0,1.96,0.49,0.49
3003d,to argue,AH,18,5,2,82,0,0,0,2,14,13,2,3,0,1,0,2,0,2,6,1,1,299,124,46,25,61,4,4,0,4,0,6,0,3,0,44,9,5,1,0,2,8,7,12,1,1,5,3,2,9,9,20,14,1,4,65,75,1,122,9,5,1,0,0,1,15,4,8,4,9,0,10,2,3,0,5,24,47,5,220,70,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,4,1,0,4,1,0,5,4,0,4,6,0,0,0,0,0,0,0,20,13,10,20,7,9,6,2,0,1,1,0,0,2,3,15,18,22,3,3,7,7,0,-11.67,-0.68,1.84,-0.94,3.66,33.3,4.8,1000,15,15,43,10,10,1,2,0,4,0,23,3,0,0,0,3,1,2
3006k,to argue,AH,8.6,1.5,3.1,81.7,1.9,0.6,3.3,3.1,15.3,8.4,1.1,0.4,0.2,3.6,0.2,0.8,0.8,3.6,8.8,1,1,338.9,143,52.1,16.8,19.1,4.2,8.4,1.3,2.9,3.4,2.5,0,1.7,3.1,28.1,10,3.6,1.9,0.6,0.6,2.5,6.9,12.6,1.1,2.3,3.1,8.4,3.1,3.8,7.8,15.3,16.1,1.7,7.7,71.2,36.4,1,113.9,4,1.9,0.6,0,0.4,0,10.5,2.3,4.6,3.6,0.8,1.1,5.2,2.1,1.9,0.8,2.9,23.5,77.3,1.7,250.3,87.3,21.2,0.2,0,0,1.9,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0.4,1.7,2.3,0,0,0.2,0,0,0,0.6,0.4,1,1.1,3.3,1.1,0,0.2,0,0,0,1,0.2,1,1.3,1,0,11.1,0.2,0.6,11.9,6.9,0.2,8,3.4,0,0,0,0,0,0,0,9,11.7,2.9,24.7,10.5,2.1,4,2.3,0.4,0.6,0.4,0.6,0.6,2.3,3.1,14,16.3,13.2,1.7,1.3,6.9,2.1,0,-13.61,-1.95,4.26,-3.59,4.22,29.8,4.9,5225,35.02,9.95,49.38,18.37,1.34,2.68,5.74,0.38,6.12,0,10.72,3.64,0.57,0.77,0,0.38,0.19,0.19
3008b,to explain,AH,5.1,0,7.7,83,0.9,0,2.6,2.6,6.8,11.1,2.6,0,0,1.7,0,1.7,0.9,7.7,3.4,0.9,4.3,340.5,117.2,77,11.1,27.4,6.8,6.8,0,1.7,0,6,0,2.6,0.9,29.1,12,0.9,2.6,0,0,2.6,3.4,6,2.6,3.4,1.7,3.4,1.7,5.1,8.6,11.1,12,1.7,1.7,113.8,35.1,1.7,140.3,20.5,9.4,0.9,0,0.9,0,14.5,5.1,8.6,12,0,0,7.7,2.6,6.8,0,4.3,41.1,59.9,0.9,324.2,18.8,42.8,0,0,0,4.3,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0.9,0,0,0,0,0,0.9,0,0,0,1.7,5.1,0,0,0,0,0,0,0,0,0.9,4.3,3.4,0,5.1,0,0.9,6,6.8,0,6.8,8.6,0,0,0,0,0,0,0,7.7,12,11.1,19.7,3.4,8.6,2.6,0.9,0,3.4,0,0,0,0.9,0,15.4,8.6,2.6,2.6,6,11.1,3.4,0,-15.5,-1.56,1.41,-4.55,2.5,36,5.4,1169,26.52,5.13,72.71,38.49,0,1.71,1.71,0,5.99,0,4.28,9.41,0.86,0,0,0.86,0,0
3008e,to argue,AH,9.5,0.4,4.3,63.3,0,0,2.2,0,7.3,5.2,5.6,0,0,2.2,0,1.3,0.4,12.9,3,0.4,2.2,348,134.8,67.2,13.4,23.3,3.9,1.7,0.9,1.7,0.4,7.3,0,1.7,4.7,19.8,9.5,0,1.3,1.3,1.3,3.4,3.4,6.9,2.2,3.9,2.6,2.2,1.3,3.4,14.2,14.2,12.9,0.9,3,94.7,30.6,1.3,98.2,6,4.7,0,0,0.9,0,8.6,9,3.4,9.5,0,2.2,7.8,2.6,4.7,0.9,5.6,19.8,70.2,2.2,275.6,69.8,19.4,0,0,0,2.6,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.4,0.9,0,0,0.4,0.4,0,0.4,2.2,0.4,0,1.7,3,0.4,0,0,0,0,0,1.7,0,0,1.7,1.3,0,3.4,0.4,3,6.9,5.6,0,7.3,3,0,0.4,0,0,0,0,0,7.8,9.5,9.5,18.5,3.4,1.7,2.2,3.4,3.4,0,3.4,0,0,0.9,3.4,11.6,5.6,9.5,3,2.6,9.5,0.9,0,-16.98,-3.19,2.43,-3.61,2.48,36.8,5,2322,42.2,11.63,65.46,15.07,1.72,0.43,1.72,0,3.45,0,7.32,6.03,3.01,1.29,0,0.86,0.43,0
3008f,to argue,AH,15.5,2.8,2.6,88.3,2,0,2.8,2,14.2,9.1,2.1,1.5,0,1.8,0.7,3.1,0,8.8,6.7,2,1.5,297.2,113.8,52.2,12.2,50.4,3.8,6.2,0.2,1,1,8.2,0,1.6,2.3,33.6,20.1,2.3,0.5,2.3,0.8,3.6,3.8,9.8,3.3,2.9,2.1,5.1,2.4,5.2,11.9,20.7,16,2,2.1,90.3,66.6,0.3,134.8,9.8,3.3,0.3,0,1.6,0.3,14.4,3.6,8.3,9,0.2,1,6.7,3.4,5.4,0.5,4.4,20.6,45.2,3.1,245.3,51.6,21.2,0,0,0,3.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0.8,0.8,3.6,0,0,0,0,0.2,0.2,1.1,0.7,0.7,2.3,3.8,2.1,0.2,0.2,0,0,0,3.6,0.3,0.3,2.6,0.2,0,11.4,0,1.5,12.9,9.5,0.3,13.4,3.4,0.2,0.5,0,0,0,0,0,14.7,10.1,10.3,31.5,3.6,2.4,1.8,0.8,0.5,0,0.8,0.2,0,2,2.4,15,12.6,19.7,3.9,2.6,11.1,1.5,0,-9.09,-1.21,2.42,-3.04,3.66,32.3,5.1,6127,19.42,8.32,48.64,15.51,3.1,0.98,4.08,0.49,8.32,0.16,8.98,6.2,1.63,3.26,0.16,2.77,0,0.33
3008i,to explain,AH,9.7,2.4,1.1,88.4,3.3,0.2,2.6,0.7,10.3,9.9,2,0.2,0,2.2,0.2,1.3,0.7,7.5,3.9,0.4,1.3,323.5,118.1,66.5,12.9,17.1,2.2,4.2,0.7,1.8,0.4,6.8,0,2.4,3.5,30.7,13.6,0.9,0.9,2.9,0.7,2.6,6.4,7,1.5,3.5,3.3,3.9,3.3,5.9,9,17.1,12.1,1.1,2.9,103.8,30.7,0.2,125.7,9.2,5,0,0,0.4,0.2,9.2,5,7.9,9,0.2,0.4,7,3.9,4.4,0.2,2.6,30.7,51.1,3.9,266.2,54,26.1,0,0.2,0.2,2.6,0.9,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0.2,1.1,2.9,0,0,0,0,0,0,1.3,0,0,1.1,4.2,2,0,0,0,0,0,0.7,0.4,0.7,2,0.2,0,10.3,0,1.3,11.6,7.2,0,7.9,3.3,0,0,0,0,0,0,0.2,7.5,8.8,7.7,21.9,5.7,4.6,3.7,4.2,0,0,0.9,2,0,1.5,1.8,13.8,9.4,12.7,3.3,7.5,13.2,1.1,0,-15.07,-3.35,1.69,-3.45,3.73,30,5.2,4557,25.02,7.02,62.32,18.65,3.29,0.22,3.73,0.22,6.36,0,12.29,4.83,1.32,0.66,0,1.76,0,0.22
cspsbtup52t03,to explain,PS,3.3,0.5,0,75.8,0,0,1.1,2.7,0,10.9,1.6,0,0,0,0,0.5,0,12,2.2,0,0,341,132.6,66,13.1,2.2,2.2,2.2,0.5,0,0,1.1,74.2,1.1,3.3,13.6,15.3,3.8,2.2,0.5,2.2,1.6,3.3,8.2,5.5,5.5,4.4,0.5,1.1,2.7,18,8.2,19.1,0,0.5,80.7,2.2,0.5,112.4,3.8,7.1,0,0,0.5,0,8.2,0.5,5.5,2.2,0.5,0.5,13.1,2.2,2.2,1.6,1.1,19.6,64.4,1.1,228.6,34.4,45.8,0,0,0,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.5,3.8,0,0,0,0,0,1.6,0,0,0,1.6,7.1,3.8,0,0,0,0,0,1.1,0.5,0,0.5,0.5,0,10.4,0,1.6,12,12.5,0,13.6,1.6,0,0,0,0,0,0,0,0,20.7,4.9,34.4,13.6,1.6,9.3,6.5,0,6.5,1.6,0,2.7,0.5,8.7,10.4,0.5,7.1,9.8,6.5,9.3,2.2,0,-20.74,-4.38,4.8,-3.05,5.62,31,5.2,1833,31.64,0,64.92,36.01,3.82,0,0.55,0,13.09,0,6.55,9.27,1.09,1.09,0,2.73,0,2.18
3013d,to argue,SS,7.2,1.9,0.6,85.2,0,0.6,4.1,0.9,1.9,7.5,1.9,0.9,0,1.6,0.3,2.5,0,5.3,8.1,0.3,0.3,324.1,119.6,53.2,18.2,22.9,6,6,1.9,6.3,0.6,2.8,0,2.8,0.9,37.3,15.3,3.4,2.5,1.3,1.6,5.3,12.8,11,3.8,2.2,3.1,11.9,1.9,4.4,10.3,16.3,16.9,0.3,8.8,78.9,24.7,2.5,131.2,9.4,1.3,0.6,0,0.3,0,9.7,3.8,5.6,2.8,0.6,0.3,9.4,3.1,1.3,0.9,2.8,26.3,39.5,2.8,302.5,20,46.7,0,0,0.6,1.6,0.9,0.3,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0.6,1.9,1.9,0,0,0,0,0,0,1.3,0.3,0,1.9,1.9,0.3,0,0,0,0,0.3,1.6,0.9,0,1.6,0.6,0,10,0,1.3,11.3,4.4,0.3,6.3,3.1,0,0,0,0,0,0,0,7.2,16.6,8.1,33.8,3.1,0.9,12.2,13.2,1.6,0.9,1.3,0.6,2.5,3.4,8.1,18.2,11.9,12.2,3.4,6.6,13.5,1.9,0,-15.99,-1.87,3.63,-1.53,9.66,32,5.2,3193,27.56,1.25,51.36,41.65,3.13,1.88,10.02,0,5.01,0,20.67,4.07,1.25,1.57,0,3.13,0,0.31
cspsbhup115t01,to explain,PS,6.6,0,0,33.2,0.4,0,1.2,2.5,0.8,13.1,1.6,1.6,0,2.5,1.2,7,0,3.7,5.7,0,0,304.9,131.6,52.9,54.1,9,3.3,1.6,0.8,2.9,0.8,2,70.1,3.7,2,26.2,13.9,6.1,0.4,1.6,1.6,4.9,4.1,18.4,2.5,3.7,6.1,4.9,2,6.1,11.5,17.2,24.6,0,4.5,77.9,10.2,2.9,105.7,6.1,4.1,0,0,0,0,2,2.5,6.1,5.3,2.9,0.8,7.4,1.2,3.3,0,0.4,20.1,88.9,5.7,190.2,35.2,17.2,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.4,2.9,0.8,0,0,0,0,0,1.2,0,0,0,2.5,0.8,0,0,0,0.4,0,0,1.6,0.4,0,1.6,0,0,5.3,0,1.2,6.6,3.3,0.4,5.3,2,0,0.4,0,0,0,0,0,6.1,20.1,6.1,32.4,3.7,2.9,9,20.1,4.9,1.6,3.3,0,1.6,4.9,5.3,16,2.5,13.5,4.5,2,8.2,4.1,0,-15.01,-2.61,6.11,-1.52,4.81,28.8,4.9,2440,34.43,1.23,50,14.75,5.33,2.46,2.46,0,2.87,0.41,10.66,3.28,1.23,1.64,0,1.23,0,0.82
3019f,to argue,AH,19,1.5,1,111.7,0,1,6.8,2,7.3,5.9,7.8,0,0,2,0,3.4,0,8.3,7.3,0.5,0.5,285.2,117.5,46.3,11.2,15.6,2.9,5.9,0.5,1,0,1.5,0,5.4,2,28.8,13.2,9.3,1.5,2,4.4,5.9,5.9,10.2,3.9,2.9,7.3,16.1,4.9,11.2,21.9,18,17.1,0.5,1.5,76.5,22.9,3.9,134.6,2.4,6.3,0.5,0,0.5,0,12.7,4.4,18.5,8.8,1.5,3.9,23.9,4.4,4.4,6.3,6.8,20,72.2,6.3,245.7,39,31.7,0,0,0,3.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2.4,6.3,3.9,0,0,0,0,0.5,0,1,2,0.5,1,1,0.5,0,0,0,0,0,0.5,0.5,0,2.9,0.5,0,19.5,0,1.5,21,4.9,0,5.4,3.9,0,0,0,0,0,0,0.5,7.8,14.6,14.6,31.2,21.5,2.4,7.3,1.5,0.5,1.5,0,0,1,4.4,2.4,19.5,12.7,24.4,5.4,1,5.9,1,0,-9.31,-3.02,-1.45,1.39,5.53,27.8,4.8,2051,25.35,4.39,44.37,30.23,4.39,4.39,11.7,0.49,5.85,0,16.58,4.39,2.44,0,0,3.9,0,1.46
3019h,to argue,AH,12.4,2.7,0,111.8,0,0,8.9,8.4,3.1,13.8,8.9,1.3,0,4,0,4.9,0,9.3,8.9,0.9,0,260.9,108.3,35.5,8.9,12.4,5.8,4.9,0.4,0.9,0,0.4,0,3.5,1.3,24.8,23.5,12,3.5,2.2,4.9,3.5,7.5,15.1,5.3,2.7,5.8,10.6,6.2,13.3,26.2,18.6,23.1,0.9,1.3,67.4,15.5,1.3,142.9,4.4,5.3,0,0,1.3,0,16.4,5.3,4.4,8.4,4.9,4,14.2,1.8,5.3,2.2,8.9,24.4,68.3,2.2,226.3,32.8,8.9,0,0.4,0,0.9,0.9,1.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,1.8,1.8,7.1,0,0.9,0.4,0.4,0,0.4,3.5,1.8,1.8,0.4,2.2,3.1,0,0,0,0,0,1.8,0,0,3.5,0.9,0,19.1,1.3,4.4,24.8,9.3,0,11.1,4.4,0,0.9,0,0.4,0,0,0,7.5,15.5,21.7,21.7,2.2,1.3,4,6.7,0,2.2,0.4,0,1.3,2.2,1.3,14.2,14.6,15.1,4,0,12.4,0,0,-1.87,-2.87,-0.97,2.14,8.33,27,4.7,2254,25.29,7.1,34.61,7.1,6.21,0.44,10.2,0,8.43,0,22.18,3.55,4.44,0.89,0,2.66,1.33,1.77
3022c,to argue,SS,14.4,0.7,0,89.4,0,0,5.5,2.1,0,15.1,7.6,0.7,0,5.5,0,2.1,0,11,6.9,0,2.1,268.9,104.5,46.8,6.2,6.9,2.8,6.9,0.7,2.1,0,1.4,0,2.8,6.2,53.6,16.5,12.4,0,4.1,4.1,6.2,11.7,16.5,1.4,6.2,9.6,15.8,4.8,6.9,27.5,22.7,24.1,0,2.8,68.8,6.9,0.7,116.9,4.1,1.4,0,0,0,0,9.6,4.1,7.6,2.8,1.4,0,16.5,5.5,0.7,0,0,19.9,74.3,4.1,205.6,60.5,24.1,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,4.1,2.8,0.7,0.7,0.7,0,0,0,1.4,0.7,0,1.4,4.8,0.7,0,0,0,0,0,0,0.7,0.7,0,1.4,0,0,14.4,1.4,2.1,17.9,6.9,0,7.6,2.1,0,0,0,4.1,0,0,1.4,14.4,24.1,3.4,25.4,2.8,0,6.9,0,2.8,0.7,2.1,0,0,2.1,1.4,9.6,12.4,22.7,2.1,2.1,9.6,0.7,0,-6.89,-3.42,-2.74,2.66,9.24,29.5,4.8,1454,19.94,0,45.39,14.44,6.19,2.75,13.07,0,6.19,0.69,27.51,4.13,2.06,0.69,0,2.75,1.38,1.38
3022d,to argue,SS,13.6,1.6,0,91.9,0,0.5,7.5,1.9,0.3,10.9,2.1,0.8,0,1.6,0,2.9,0.5,6.4,5.9,0.5,0.5,286.2,113.5,53.4,17.4,20.8,7.5,4.8,0.8,4,0,3.2,0,1.9,3.2,34.2,21.9,6.1,1.6,2.7,2.7,2.4,9.3,16,2.4,1.6,1.9,9.6,1.1,10.1,15.2,14.4,20,1.1,4.8,80.6,21.1,3.7,134,8.3,4,0.3,0,0.3,0,5.9,15,4.3,2.7,3.7,1.9,18.7,7.2,5.1,0.5,2.4,15.2,73.4,8.5,229.4,51,30.2,0,0.3,1.1,1.3,0.3,0,0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5,3.7,4.3,0.8,0,0,0.3,0.5,1.6,0,1.3,1.3,0.5,5.1,3.5,0,0.3,0,0.3,0.5,1.1,0.5,0,2.7,0.5,0,19.5,0.8,2.4,22.7,11.7,1.1,13.9,3.7,0,0,0,0.5,0,0.3,0.3,7.5,21.6,7.7,22.7,4.3,1.9,1.1,8,4.5,1.3,0,0,4.8,5.3,1.3,22.2,12,20.3,2.9,2.4,8.5,1.3,0,-11.14,-1.9,1.22,-1.18,7.01,28,5,3745,18.16,0.27,52.6,25.1,2.94,0.8,8.81,0.27,11.48,0,13.89,4.27,2.4,1.07,0.27,5.07,0.8,1.07
cslsmdup188t01,to explain,LS,5.1,0,0,27.5,0,0,1.3,2.1,0,3.4,0.8,0.8,0,0,0.4,0,0.8,0,5.5,0,0.4,360.7,164.1,74.4,18.6,0.8,1.7,1.3,0.8,2.5,0.4,3.4,72.7,0.8,1.3,18.2,6.3,0,0.4,0,0.4,0.4,2.5,5.1,3.4,5.1,0.8,3,1.7,1.3,0.4,10.6,13.5,0.8,3.8,106.1,0.8,1.7,72.7,11,1.3,0,0,0,0,5.5,1.3,7.2,3.4,0.4,0.4,7.6,4.7,1.3,0.4,0,20.7,93.4,1.3,241.4,41.4,51.2,0.4,0.4,0,0.8,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,1.7,0,0,0,0,2.5,0,0,2.5,0,0.8,1.7,1.7,0,0.4,0,0,0,0,0,8.9,16.1,1.7,17.3,7.2,1.7,11.4,12.7,3.4,7.6,3.4,0,2.1,3.8,4.2,12.3,2.1,9.7,1.7,2.5,5.9,3,0,-25.88,-4.52,7.78,-6.1,2.97,29.8,5.1,2365,35.52,0,70.61,39.32,0,0,2.96,0,0.85,0,7.19,7.61,0,0,0,4.65,0,0.42
3028d,to argue,SS,11,0,0.7,52.7,0.7,0.2,2.3,2.3,4,10,2.3,0,0.5,2.8,0.7,2.6,0.9,5.8,7.2,0.5,0.7,322.8,141.6,53.9,31.7,5.8,6.8,3,0.7,2.1,0.2,0.9,0,4,3,32.2,11.4,5.4,0.9,1.6,2.6,4,4.4,14,0.9,3.7,4.7,4,2.3,5.6,13.8,14.5,18.7,1.4,3,84.4,10.5,1.2,105.9,5.4,3.7,0.5,0,0.5,0,6.1,2.3,17.5,6.1,0.2,1.9,8.6,3.5,3.7,0.5,3.5,25.2,54.1,3.3,259.2,61.3,43.6,0.7,0,0,0.5,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.2,0.9,1.6,0.2,0.2,0,0,0.2,0,0.7,0,0.9,1.2,0.5,0.5,0,0,0,0,0,0.7,1.2,0,1.9,1.2,0,4.2,0.5,0.9,5.6,3,0,3.7,4.2,0,0,0,0.7,0,0,0,8.6,13.5,6.3,20.1,11.9,1.4,8.9,2.6,0.5,0.7,1.2,0,0.7,3,0.7,10.5,6.8,15.4,1.9,1.9,10.7,0.9,0,-14.79,-2.56,-0.86,-1.48,3.19,29.5,5.1,4287,25.89,1.17,53.18,34.99,1.87,0.23,3.73,0.23,3.27,0,12.36,6.53,0.93,0.7,0,2.8,0.47,0.7
